id,date_value,hour_value,mmYYYY_value
4104,19-Jun-2012,23,06/2012
4105,20-Jun-2012,0,06/2012
4106,20-Jun-2012,1,06/2012
4107,20-Jun-2012,2,06/2012
4108,20-Jun-2012,3,06/2012
4109,20-Jun-2012,4,06/2012
4110,20-Jun-2012,5,06/2012
4111,20-Jun-2012,6,06/2012
4112,20-Jun-2012,7,06/2012
4113,20-Jun-2012,8,06/2012
4114,20-Jun-2012,9,06/2012
4115,20-Jun-2012,10,06/2012
4116,20-Jun-2012,11,06/2012
4117,20-Jun-2012,12,06/2012
4118,20-Jun-2012,13,06/2012
4119,20-Jun-2012,14,06/2012
4120,20-Jun-2012,15,06/2012
4121,20-Jun-2012,16,06/2012
4122,20-Jun-2012,17,06/2012
4123,20-Jun-2012,18,06/2012
4124,20-Jun-2012,19,06/2012
4125,20-Jun-2012,20,06/2012
4126,20-Jun-2012,21,06/2012
4127,20-Jun-2012,22,06/2012
4128,20-Jun-2012,23,06/2012
4129,21-Jun-2012,0,06/2012
4130,21-Jun-2012,1,06/2012
4131,21-Jun-2012,2,06/2012
4132,21-Jun-2012,3,06/2012
4133,21-Jun-2012,4,06/2012
4134,21-Jun-2012,5,06/2012
4135,21-Jun-2012,6,06/2012
4136,21-Jun-2012,7,06/2012
4137,21-Jun-2012,8,06/2012
4138,21-Jun-2012,9,06/2012
4139,21-Jun-2012,10,06/2012
4140,21-Jun-2012,11,06/2012
4141,21-Jun-2012,12,06/2012
4142,21-Jun-2012,13,06/2012
4143,21-Jun-2012,14,06/2012
4144,21-Jun-2012,15,06/2012
4145,21-Jun-2012,16,06/2012
4146,21-Jun-2012,17,06/2012
4147,21-Jun-2012,18,06/2012
4148,21-Jun-2012,19,06/2012
4149,21-Jun-2012,20,06/2012
4150,21-Jun-2012,21,06/2012
4151,21-Jun-2012,22,06/2012
4152,21-Jun-2012,23,06/2012
4153,22-Jun-2012,0,06/2012
4154,22-Jun-2012,1,06/2012
4155,22-Jun-2012,2,06/2012
4156,22-Jun-2012,3,06/2012
4157,22-Jun-2012,4,06/2012
4158,22-Jun-2012,5,06/2012
4159,22-Jun-2012,6,06/2012
4160,22-Jun-2012,7,06/2012
4161,22-Jun-2012,8,06/2012
4162,22-Jun-2012,9,06/2012
4163,22-Jun-2012,10,06/2012
4164,22-Jun-2012,11,06/2012
4165,22-Jun-2012,12,06/2012
4166,22-Jun-2012,13,06/2012
4167,22-Jun-2012,14,06/2012
4168,22-Jun-2012,15,06/2012
4169,22-Jun-2012,16,06/2012
4170,22-Jun-2012,17,06/2012
4171,22-Jun-2012,18,06/2012
4172,22-Jun-2012,19,06/2012
4173,22-Jun-2012,20,06/2012
4174,22-Jun-2012,21,06/2012
4175,22-Jun-2012,22,06/2012
4176,22-Jun-2012,23,06/2012
4177,23-Jun-2012,0,06/2012
4178,23-Jun-2012,1,06/2012
4179,23-Jun-2012,2,06/2012
4180,23-Jun-2012,3,06/2012
4181,23-Jun-2012,4,06/2012
4182,23-Jun-2012,5,06/2012
4183,23-Jun-2012,6,06/2012
4184,23-Jun-2012,7,06/2012
4185,23-Jun-2012,8,06/2012
4186,23-Jun-2012,9,06/2012
4187,23-Jun-2012,10,06/2012
4188,23-Jun-2012,11,06/2012
4189,23-Jun-2012,12,06/2012
4190,23-Jun-2012,13,06/2012
4191,23-Jun-2012,14,06/2012
4192,23-Jun-2012,15,06/2012
4193,23-Jun-2012,16,06/2012
4194,23-Jun-2012,17,06/2012
4195,23-Jun-2012,18,06/2012
4196,23-Jun-2012,19,06/2012
4197,23-Jun-2012,20,06/2012
4198,23-Jun-2012,21,06/2012
4199,23-Jun-2012,22,06/2012
4200,23-Jun-2012,23,06/2012
4201,24-Jun-2012,0,06/2012
4202,24-Jun-2012,1,06/2012
4203,24-Jun-2012,2,06/2012
4204,24-Jun-2012,3,06/2012
4205,24-Jun-2012,4,06/2012
4206,24-Jun-2012,5,06/2012
4207,24-Jun-2012,6,06/2012
4208,24-Jun-2012,7,06/2012
4209,24-Jun-2012,8,06/2012
4210,24-Jun-2012,9,06/2012
4211,24-Jun-2012,10,06/2012
4212,24-Jun-2012,11,06/2012
4213,24-Jun-2012,12,06/2012
4214,24-Jun-2012,13,06/2012
4215,24-Jun-2012,14,06/2012
4216,24-Jun-2012,15,06/2012
4217,24-Jun-2012,16,06/2012
4218,24-Jun-2012,17,06/2012
4219,24-Jun-2012,18,06/2012
4220,24-Jun-2012,19,06/2012
4221,24-Jun-2012,20,06/2012
4222,24-Jun-2012,21,06/2012
4223,24-Jun-2012,22,06/2012
4224,24-Jun-2012,23,06/2012
4225,25-Jun-2012,0,06/2012
4226,25-Jun-2012,1,06/2012
4227,25-Jun-2012,2,06/2012
4228,25-Jun-2012,3,06/2012
4229,25-Jun-2012,4,06/2012
4230,25-Jun-2012,5,06/2012
4231,25-Jun-2012,6,06/2012
4232,25-Jun-2012,7,06/2012
4233,25-Jun-2012,8,06/2012
4234,25-Jun-2012,9,06/2012
4235,25-Jun-2012,10,06/2012
4236,25-Jun-2012,11,06/2012
4237,25-Jun-2012,12,06/2012
4238,25-Jun-2012,13,06/2012
4239,25-Jun-2012,14,06/2012
4240,25-Jun-2012,15,06/2012
4241,25-Jun-2012,16,06/2012
4242,25-Jun-2012,17,06/2012
4243,25-Jun-2012,18,06/2012
4244,25-Jun-2012,19,06/2012
4245,25-Jun-2012,20,06/2012
4246,25-Jun-2012,21,06/2012
4247,25-Jun-2012,22,06/2012
4248,25-Jun-2012,23,06/2012
4249,26-Jun-2012,0,06/2012
4250,26-Jun-2012,1,06/2012
4251,26-Jun-2012,2,06/2012
4252,26-Jun-2012,3,06/2012
4253,26-Jun-2012,4,06/2012
4254,26-Jun-2012,5,06/2012
4255,26-Jun-2012,6,06/2012
4256,26-Jun-2012,7,06/2012
4257,26-Jun-2012,8,06/2012
4258,26-Jun-2012,9,06/2012
4259,26-Jun-2012,10,06/2012
4260,26-Jun-2012,11,06/2012
4261,26-Jun-2012,12,06/2012
4262,26-Jun-2012,13,06/2012
4263,26-Jun-2012,14,06/2012
4264,26-Jun-2012,15,06/2012
4265,26-Jun-2012,16,06/2012
4266,26-Jun-2012,17,06/2012
4267,26-Jun-2012,18,06/2012
4268,26-Jun-2012,19,06/2012
4269,26-Jun-2012,20,06/2012
4270,26-Jun-2012,21,06/2012
4271,26-Jun-2012,22,06/2012
4272,26-Jun-2012,23,06/2012
4273,27-Jun-2012,0,06/2012
4274,27-Jun-2012,1,06/2012
4275,27-Jun-2012,2,06/2012
4276,27-Jun-2012,3,06/2012
4277,27-Jun-2012,4,06/2012
4278,27-Jun-2012,5,06/2012
4279,27-Jun-2012,6,06/2012
4280,27-Jun-2012,7,06/2012
4281,27-Jun-2012,8,06/2012
4282,27-Jun-2012,9,06/2012
4283,27-Jun-2012,10,06/2012
4284,27-Jun-2012,11,06/2012
4285,27-Jun-2012,12,06/2012
4286,27-Jun-2012,13,06/2012
4287,27-Jun-2012,14,06/2012
4288,27-Jun-2012,15,06/2012
4289,27-Jun-2012,16,06/2012
4290,27-Jun-2012,17,06/2012
4291,27-Jun-2012,18,06/2012
4292,27-Jun-2012,19,06/2012
4293,27-Jun-2012,20,06/2012
4294,27-Jun-2012,21,06/2012
4295,27-Jun-2012,22,06/2012
4296,27-Jun-2012,23,06/2012
4297,28-Jun-2012,0,06/2012
4298,28-Jun-2012,1,06/2012
4299,28-Jun-2012,2,06/2012
4300,28-Jun-2012,3,06/2012
4301,28-Jun-2012,4,06/2012
4302,28-Jun-2012,5,06/2012
4303,28-Jun-2012,6,06/2012
4304,28-Jun-2012,7,06/2012
4305,28-Jun-2012,8,06/2012
4306,28-Jun-2012,9,06/2012
4307,28-Jun-2012,10,06/2012
4308,28-Jun-2012,11,06/2012
4309,28-Jun-2012,12,06/2012
4310,28-Jun-2012,13,06/2012
4311,28-Jun-2012,14,06/2012
4312,28-Jun-2012,15,06/2012
4313,28-Jun-2012,16,06/2012
4314,28-Jun-2012,17,06/2012
4315,28-Jun-2012,18,06/2012
4316,28-Jun-2012,19,06/2012
4317,28-Jun-2012,20,06/2012
4318,28-Jun-2012,21,06/2012
4319,28-Jun-2012,22,06/2012
4320,28-Jun-2012,23,06/2012
4321,29-Jun-2012,0,06/2012
4322,29-Jun-2012,1,06/2012
4323,29-Jun-2012,2,06/2012
4324,29-Jun-2012,3,06/2012
4325,29-Jun-2012,4,06/2012
4326,29-Jun-2012,5,06/2012
4327,29-Jun-2012,6,06/2012
4328,29-Jun-2012,7,06/2012
4329,29-Jun-2012,8,06/2012
4330,29-Jun-2012,9,06/2012
4331,29-Jun-2012,10,06/2012
4332,29-Jun-2012,11,06/2012
4333,29-Jun-2012,12,06/2012
4334,29-Jun-2012,13,06/2012
4335,29-Jun-2012,14,06/2012
4336,29-Jun-2012,15,06/2012
4337,29-Jun-2012,16,06/2012
4338,29-Jun-2012,17,06/2012
4339,29-Jun-2012,18,06/2012
4340,29-Jun-2012,19,06/2012
4341,29-Jun-2012,20,06/2012
4342,29-Jun-2012,21,06/2012
4343,29-Jun-2012,22,06/2012
4344,29-Jun-2012,23,06/2012
4345,30-Jun-2012,0,06/2012
4346,30-Jun-2012,1,06/2012
4347,30-Jun-2012,2,06/2012
4348,30-Jun-2012,3,06/2012
4349,30-Jun-2012,4,06/2012
4350,30-Jun-2012,5,06/2012
4351,30-Jun-2012,6,06/2012
4352,30-Jun-2012,7,06/2012
4353,30-Jun-2012,8,06/2012
4354,30-Jun-2012,9,06/2012
4355,30-Jun-2012,10,06/2012
4356,30-Jun-2012,11,06/2012
4357,30-Jun-2012,12,06/2012
4358,30-Jun-2012,13,06/2012
4359,30-Jun-2012,14,06/2012
4360,30-Jun-2012,15,06/2012
4361,30-Jun-2012,16,06/2012
4362,30-Jun-2012,17,06/2012
4363,30-Jun-2012,18,06/2012
4364,30-Jun-2012,19,06/2012
4365,30-Jun-2012,20,06/2012
4366,30-Jun-2012,21,06/2012
4367,30-Jun-2012,22,06/2012
4368,30-Jun-2012,23,06/2012
4369,1-Jul-2012,0,07/2012
4370,1-Jul-2012,1,07/2012
4371,1-Jul-2012,2,07/2012
4372,1-Jul-2012,3,07/2012
4373,1-Jul-2012,4,07/2012
4374,1-Jul-2012,5,07/2012
4375,1-Jul-2012,6,07/2012
4376,1-Jul-2012,7,07/2012
4377,1-Jul-2012,8,07/2012
4378,1-Jul-2012,9,07/2012
4379,1-Jul-2012,10,07/2012
4380,1-Jul-2012,11,07/2012
4381,1-Jul-2012,12,07/2012
4382,1-Jul-2012,13,07/2012
4383,1-Jul-2012,14,07/2012
4384,1-Jul-2012,15,07/2012
4385,1-Jul-2012,16,07/2012
4386,1-Jul-2012,17,07/2012
4387,1-Jul-2012,18,07/2012
4388,1-Jul-2012,19,07/2012
4389,1-Jul-2012,20,07/2012
4390,1-Jul-2012,21,07/2012
4391,1-Jul-2012,22,07/2012
4392,1-Jul-2012,23,07/2012
4393,2-Jul-2012,0,07/2012
4394,2-Jul-2012,1,07/2012
4395,2-Jul-2012,2,07/2012
4396,2-Jul-2012,3,07/2012
4397,2-Jul-2012,4,07/2012
4398,2-Jul-2012,5,07/2012
4399,2-Jul-2012,6,07/2012
4400,2-Jul-2012,7,07/2012
4401,2-Jul-2012,8,07/2012
4402,2-Jul-2012,9,07/2012
4403,2-Jul-2012,10,07/2012
4404,2-Jul-2012,11,07/2012
4405,2-Jul-2012,12,07/2012
4406,2-Jul-2012,13,07/2012
4407,2-Jul-2012,14,07/2012
4408,2-Jul-2012,15,07/2012
4409,2-Jul-2012,16,07/2012
4410,2-Jul-2012,17,07/2012
4411,2-Jul-2012,18,07/2012
4412,2-Jul-2012,19,07/2012
4413,2-Jul-2012,20,07/2012
4414,2-Jul-2012,21,07/2012
4415,2-Jul-2012,22,07/2012
4416,2-Jul-2012,23,07/2012
4417,3-Jul-2012,0,07/2012
4418,3-Jul-2012,1,07/2012
4419,3-Jul-2012,2,07/2012
4420,3-Jul-2012,3,07/2012
4421,3-Jul-2012,4,07/2012
4422,3-Jul-2012,5,07/2012
4423,3-Jul-2012,6,07/2012
4424,3-Jul-2012,7,07/2012
4425,3-Jul-2012,8,07/2012
4426,3-Jul-2012,9,07/2012
4427,3-Jul-2012,10,07/2012
4428,3-Jul-2012,11,07/2012
4429,3-Jul-2012,12,07/2012
4430,3-Jul-2012,13,07/2012
4431,3-Jul-2012,14,07/2012
4432,3-Jul-2012,15,07/2012
4433,3-Jul-2012,16,07/2012
4434,3-Jul-2012,17,07/2012
4435,3-Jul-2012,18,07/2012
4436,3-Jul-2012,19,07/2012
4437,3-Jul-2012,20,07/2012
4438,3-Jul-2012,21,07/2012
4439,3-Jul-2012,22,07/2012
4440,3-Jul-2012,23,07/2012
4441,4-Jul-2012,0,07/2012
4442,4-Jul-2012,1,07/2012
4443,4-Jul-2012,2,07/2012
4444,4-Jul-2012,3,07/2012
4445,4-Jul-2012,4,07/2012
4446,4-Jul-2012,5,07/2012
4447,4-Jul-2012,6,07/2012
4448,4-Jul-2012,7,07/2012
4449,4-Jul-2012,8,07/2012
4450,4-Jul-2012,9,07/2012
4451,4-Jul-2012,10,07/2012
4452,4-Jul-2012,11,07/2012
4453,4-Jul-2012,12,07/2012
4454,4-Jul-2012,13,07/2012
4455,4-Jul-2012,14,07/2012
4456,4-Jul-2012,15,07/2012
4457,4-Jul-2012,16,07/2012
4458,4-Jul-2012,17,07/2012
4459,4-Jul-2012,18,07/2012
4460,4-Jul-2012,19,07/2012
4461,4-Jul-2012,20,07/2012
4462,4-Jul-2012,21,07/2012
4463,4-Jul-2012,22,07/2012
4464,4-Jul-2012,23,07/2012
4465,5-Jul-2012,0,07/2012
4466,5-Jul-2012,1,07/2012
4467,5-Jul-2012,2,07/2012
4468,5-Jul-2012,3,07/2012
4469,5-Jul-2012,4,07/2012
4470,5-Jul-2012,5,07/2012
4471,5-Jul-2012,6,07/2012
4472,5-Jul-2012,7,07/2012
4473,5-Jul-2012,8,07/2012
4474,5-Jul-2012,9,07/2012
4475,5-Jul-2012,10,07/2012
4476,5-Jul-2012,11,07/2012
4477,5-Jul-2012,12,07/2012
4478,5-Jul-2012,13,07/2012
4479,5-Jul-2012,14,07/2012
4480,5-Jul-2012,15,07/2012
4481,5-Jul-2012,16,07/2012
4482,5-Jul-2012,17,07/2012
4483,5-Jul-2012,18,07/2012
4484,5-Jul-2012,19,07/2012
4485,5-Jul-2012,20,07/2012
4486,5-Jul-2012,21,07/2012
4487,5-Jul-2012,22,07/2012
4488,5-Jul-2012,23,07/2012
4489,6-Jul-2012,0,07/2012
4490,6-Jul-2012,1,07/2012
4491,6-Jul-2012,2,07/2012
4492,6-Jul-2012,3,07/2012
4493,6-Jul-2012,4,07/2012
4494,6-Jul-2012,5,07/2012
4495,6-Jul-2012,6,07/2012
4496,6-Jul-2012,7,07/2012
4497,6-Jul-2012,8,07/2012
4498,6-Jul-2012,9,07/2012
4499,6-Jul-2012,10,07/2012
4500,6-Jul-2012,11,07/2012
4501,6-Jul-2012,12,07/2012
4502,6-Jul-2012,13,07/2012
4503,6-Jul-2012,14,07/2012
4504,6-Jul-2012,15,07/2012
4505,6-Jul-2012,16,07/2012
4506,6-Jul-2012,17,07/2012
4507,6-Jul-2012,18,07/2012
4508,6-Jul-2012,19,07/2012
4509,6-Jul-2012,20,07/2012
4510,6-Jul-2012,21,07/2012
4511,6-Jul-2012,22,07/2012
4512,6-Jul-2012,23,07/2012
4513,7-Jul-2012,0,07/2012
4514,7-Jul-2012,1,07/2012
4515,7-Jul-2012,2,07/2012
4516,7-Jul-2012,3,07/2012
4517,7-Jul-2012,4,07/2012
4518,7-Jul-2012,5,07/2012
4519,7-Jul-2012,6,07/2012
4520,7-Jul-2012,7,07/2012
4521,7-Jul-2012,8,07/2012
4522,7-Jul-2012,9,07/2012
4523,7-Jul-2012,10,07/2012
4524,7-Jul-2012,11,07/2012
4525,7-Jul-2012,12,07/2012
4526,7-Jul-2012,13,07/2012
4527,7-Jul-2012,14,07/2012
4528,7-Jul-2012,15,07/2012
4529,7-Jul-2012,16,07/2012
4530,7-Jul-2012,17,07/2012
4531,7-Jul-2012,18,07/2012
4532,7-Jul-2012,19,07/2012
4533,7-Jul-2012,20,07/2012
4534,7-Jul-2012,21,07/2012
4535,7-Jul-2012,22,07/2012
4536,7-Jul-2012,23,07/2012
4537,8-Jul-2012,0,07/2012
4538,8-Jul-2012,1,07/2012
4539,8-Jul-2012,2,07/2012
4540,8-Jul-2012,3,07/2012
4541,8-Jul-2012,4,07/2012
4542,8-Jul-2012,5,07/2012
4543,8-Jul-2012,6,07/2012
4544,8-Jul-2012,7,07/2012
4545,8-Jul-2012,8,07/2012
4546,8-Jul-2012,9,07/2012
4547,8-Jul-2012,10,07/2012
4548,8-Jul-2012,11,07/2012
4549,8-Jul-2012,12,07/2012
4550,8-Jul-2012,13,07/2012
4551,8-Jul-2012,14,07/2012
4552,8-Jul-2012,15,07/2012
4553,8-Jul-2012,16,07/2012
4554,8-Jul-2012,17,07/2012
4555,8-Jul-2012,18,07/2012
4556,8-Jul-2012,19,07/2012
4557,8-Jul-2012,20,07/2012
4558,8-Jul-2012,21,07/2012
4559,8-Jul-2012,22,07/2012
4560,8-Jul-2012,23,07/2012
4561,9-Jul-2012,0,07/2012
4562,9-Jul-2012,1,07/2012
4563,9-Jul-2012,2,07/2012
4564,9-Jul-2012,3,07/2012
4565,9-Jul-2012,4,07/2012
4566,9-Jul-2012,5,07/2012
4567,9-Jul-2012,6,07/2012
4568,9-Jul-2012,7,07/2012
4569,9-Jul-2012,8,07/2012
4570,9-Jul-2012,9,07/2012
4571,9-Jul-2012,10,07/2012
4572,9-Jul-2012,11,07/2012
4573,9-Jul-2012,12,07/2012
4574,9-Jul-2012,13,07/2012
4575,9-Jul-2012,14,07/2012
4576,9-Jul-2012,15,07/2012
4577,9-Jul-2012,16,07/2012
4578,9-Jul-2012,17,07/2012
4579,9-Jul-2012,18,07/2012
4580,9-Jul-2012,19,07/2012
4581,9-Jul-2012,20,07/2012
4582,9-Jul-2012,21,07/2012
4583,9-Jul-2012,22,07/2012
4584,9-Jul-2012,23,07/2012
4585,10-Jul-2012,0,07/2012
4586,10-Jul-2012,1,07/2012
4587,10-Jul-2012,2,07/2012
4588,10-Jul-2012,3,07/2012
4589,10-Jul-2012,4,07/2012
4590,10-Jul-2012,5,07/2012
4591,10-Jul-2012,6,07/2012
4592,10-Jul-2012,7,07/2012
4593,10-Jul-2012,8,07/2012
4594,10-Jul-2012,9,07/2012
4595,10-Jul-2012,10,07/2012
4596,10-Jul-2012,11,07/2012
4597,10-Jul-2012,12,07/2012
4598,10-Jul-2012,13,07/2012
4599,10-Jul-2012,14,07/2012
4600,10-Jul-2012,15,07/2012
4601,10-Jul-2012,16,07/2012
4602,10-Jul-2012,17,07/2012
4603,10-Jul-2012,18,07/2012
4604,10-Jul-2012,19,07/2012
4605,10-Jul-2012,20,07/2012
4606,10-Jul-2012,21,07/2012
4607,10-Jul-2012,22,07/2012
4608,10-Jul-2012,23,07/2012
4609,11-Jul-2012,0,07/2012
4610,11-Jul-2012,1,07/2012
4611,11-Jul-2012,2,07/2012
4612,11-Jul-2012,3,07/2012
4613,11-Jul-2012,4,07/2012
4614,11-Jul-2012,5,07/2012
4615,11-Jul-2012,6,07/2012
4616,11-Jul-2012,7,07/2012
4617,11-Jul-2012,8,07/2012
4618,11-Jul-2012,9,07/2012
4619,11-Jul-2012,10,07/2012
4620,11-Jul-2012,11,07/2012
4621,11-Jul-2012,12,07/2012
4622,11-Jul-2012,13,07/2012
4623,11-Jul-2012,14,07/2012
4624,11-Jul-2012,15,07/2012
4625,11-Jul-2012,16,07/2012
4626,11-Jul-2012,17,07/2012
4627,11-Jul-2012,18,07/2012
4628,11-Jul-2012,19,07/2012
4629,11-Jul-2012,20,07/2012
4630,11-Jul-2012,21,07/2012
4631,11-Jul-2012,22,07/2012
4632,11-Jul-2012,23,07/2012
4633,12-Jul-2012,0,07/2012
4634,12-Jul-2012,1,07/2012
4635,12-Jul-2012,2,07/2012
4636,12-Jul-2012,3,07/2012
4637,12-Jul-2012,4,07/2012
4638,12-Jul-2012,5,07/2012
4639,12-Jul-2012,6,07/2012
4640,12-Jul-2012,7,07/2012
4641,12-Jul-2012,8,07/2012
4642,12-Jul-2012,9,07/2012
4643,12-Jul-2012,10,07/2012
4644,12-Jul-2012,11,07/2012
4645,12-Jul-2012,12,07/2012
4646,12-Jul-2012,13,07/2012
4647,12-Jul-2012,14,07/2012
4648,12-Jul-2012,15,07/2012
4649,12-Jul-2012,16,07/2012
4650,12-Jul-2012,17,07/2012
4651,12-Jul-2012,18,07/2012
4652,12-Jul-2012,19,07/2012
4653,12-Jul-2012,20,07/2012
4654,12-Jul-2012,21,07/2012
4655,12-Jul-2012,22,07/2012
4656,12-Jul-2012,23,07/2012
4657,13-Jul-2012,0,07/2012
4658,13-Jul-2012,1,07/2012
4659,13-Jul-2012,2,07/2012
4660,13-Jul-2012,3,07/2012
4661,13-Jul-2012,4,07/2012
4662,13-Jul-2012,5,07/2012
4663,13-Jul-2012,6,07/2012
4664,13-Jul-2012,7,07/2012
4665,13-Jul-2012,8,07/2012
4666,13-Jul-2012,9,07/2012
4667,13-Jul-2012,10,07/2012
4668,13-Jul-2012,11,07/2012
4669,13-Jul-2012,12,07/2012
4670,13-Jul-2012,13,07/2012
4671,13-Jul-2012,14,07/2012
4672,13-Jul-2012,15,07/2012
4673,13-Jul-2012,16,07/2012
4674,13-Jul-2012,17,07/2012
4675,13-Jul-2012,18,07/2012
4676,13-Jul-2012,19,07/2012
4677,13-Jul-2012,20,07/2012
4678,13-Jul-2012,21,07/2012
4679,13-Jul-2012,22,07/2012
4680,13-Jul-2012,23,07/2012
4681,14-Jul-2012,0,07/2012
4682,14-Jul-2012,1,07/2012
4683,14-Jul-2012,2,07/2012
4684,14-Jul-2012,3,07/2012
4685,14-Jul-2012,4,07/2012
4686,14-Jul-2012,5,07/2012
4687,14-Jul-2012,6,07/2012
4688,14-Jul-2012,7,07/2012
4689,14-Jul-2012,8,07/2012
4690,14-Jul-2012,9,07/2012
4691,14-Jul-2012,10,07/2012
4692,14-Jul-2012,11,07/2012
4693,14-Jul-2012,12,07/2012
4694,14-Jul-2012,13,07/2012
4695,14-Jul-2012,14,07/2012
4696,14-Jul-2012,15,07/2012
4697,14-Jul-2012,16,07/2012
4698,14-Jul-2012,17,07/2012
4699,14-Jul-2012,18,07/2012
4700,14-Jul-2012,19,07/2012
4701,14-Jul-2012,20,07/2012
4702,14-Jul-2012,21,07/2012
4703,14-Jul-2012,22,07/2012
4704,14-Jul-2012,23,07/2012
4705,15-Jul-2012,0,07/2012
4706,15-Jul-2012,1,07/2012
4707,15-Jul-2012,2,07/2012
4708,15-Jul-2012,3,07/2012
4709,15-Jul-2012,4,07/2012
4710,15-Jul-2012,5,07/2012
4711,15-Jul-2012,6,07/2012
4712,15-Jul-2012,7,07/2012
4713,15-Jul-2012,8,07/2012
4714,15-Jul-2012,9,07/2012
4715,15-Jul-2012,10,07/2012
4716,15-Jul-2012,11,07/2012
4717,15-Jul-2012,12,07/2012
4718,15-Jul-2012,13,07/2012
4719,15-Jul-2012,14,07/2012
4720,15-Jul-2012,15,07/2012
4721,15-Jul-2012,16,07/2012
4722,15-Jul-2012,17,07/2012
4723,15-Jul-2012,18,07/2012
4724,15-Jul-2012,19,07/2012
4725,15-Jul-2012,20,07/2012
4726,15-Jul-2012,21,07/2012
4727,15-Jul-2012,22,07/2012
4728,15-Jul-2012,23,07/2012
4729,16-Jul-2012,0,07/2012
4730,16-Jul-2012,1,07/2012
4731,16-Jul-2012,2,07/2012
4732,16-Jul-2012,3,07/2012
4733,16-Jul-2012,4,07/2012
4734,16-Jul-2012,5,07/2012
4735,16-Jul-2012,6,07/2012
4736,16-Jul-2012,7,07/2012
4737,16-Jul-2012,8,07/2012
4738,16-Jul-2012,9,07/2012
4739,16-Jul-2012,10,07/2012
4740,16-Jul-2012,11,07/2012
4741,16-Jul-2012,12,07/2012
4742,16-Jul-2012,13,07/2012
4743,16-Jul-2012,14,07/2012
4744,16-Jul-2012,15,07/2012
4745,16-Jul-2012,16,07/2012
4746,16-Jul-2012,17,07/2012
4747,16-Jul-2012,18,07/2012
4748,16-Jul-2012,19,07/2012
4749,16-Jul-2012,20,07/2012
4750,16-Jul-2012,21,07/2012
4751,16-Jul-2012,22,07/2012
4752,16-Jul-2012,23,07/2012
4753,17-Jul-2012,0,07/2012
4754,17-Jul-2012,1,07/2012
4755,17-Jul-2012,2,07/2012
4756,17-Jul-2012,3,07/2012
4757,17-Jul-2012,4,07/2012
4758,17-Jul-2012,5,07/2012
4759,17-Jul-2012,6,07/2012
4760,17-Jul-2012,7,07/2012
4761,17-Jul-2012,8,07/2012
4762,17-Jul-2012,9,07/2012
4763,17-Jul-2012,10,07/2012
4764,17-Jul-2012,11,07/2012
4765,17-Jul-2012,12,07/2012
4766,17-Jul-2012,13,07/2012
4767,17-Jul-2012,14,07/2012
4768,17-Jul-2012,15,07/2012
4769,17-Jul-2012,16,07/2012
4770,17-Jul-2012,17,07/2012
4771,17-Jul-2012,18,07/2012
4772,17-Jul-2012,19,07/2012
4773,17-Jul-2012,20,07/2012
4774,17-Jul-2012,21,07/2012
4775,17-Jul-2012,22,07/2012
4776,17-Jul-2012,23,07/2012
4777,18-Jul-2012,0,07/2012
4778,18-Jul-2012,1,07/2012
4779,18-Jul-2012,2,07/2012
4780,18-Jul-2012,3,07/2012
4781,18-Jul-2012,4,07/2012
4782,18-Jul-2012,5,07/2012
4783,18-Jul-2012,6,07/2012
4784,18-Jul-2012,7,07/2012
4785,18-Jul-2012,8,07/2012
4786,18-Jul-2012,9,07/2012
4787,18-Jul-2012,10,07/2012
4788,18-Jul-2012,11,07/2012
4789,18-Jul-2012,12,07/2012
4790,18-Jul-2012,13,07/2012
4791,18-Jul-2012,14,07/2012
4792,18-Jul-2012,15,07/2012
4793,18-Jul-2012,16,07/2012
4794,18-Jul-2012,17,07/2012
4795,18-Jul-2012,18,07/2012
4796,18-Jul-2012,19,07/2012
4797,18-Jul-2012,20,07/2012
4798,18-Jul-2012,21,07/2012
4799,18-Jul-2012,22,07/2012
4800,18-Jul-2012,23,07/2012
4801,19-Jul-2012,0,07/2012
4802,19-Jul-2012,1,07/2012
4803,19-Jul-2012,2,07/2012
4804,19-Jul-2012,3,07/2012
4805,19-Jul-2012,4,07/2012
4806,19-Jul-2012,5,07/2012
4807,19-Jul-2012,6,07/2012
4808,19-Jul-2012,7,07/2012
4809,19-Jul-2012,8,07/2012
4810,19-Jul-2012,9,07/2012
4811,19-Jul-2012,10,07/2012
4812,19-Jul-2012,11,07/2012
4813,19-Jul-2012,12,07/2012
4814,19-Jul-2012,13,07/2012
4815,19-Jul-2012,14,07/2012
4816,19-Jul-2012,15,07/2012
4817,19-Jul-2012,16,07/2012
4818,19-Jul-2012,17,07/2012
4819,19-Jul-2012,18,07/2012
4820,19-Jul-2012,19,07/2012
4821,19-Jul-2012,20,07/2012
4822,19-Jul-2012,21,07/2012
4823,19-Jul-2012,22,07/2012
4824,19-Jul-2012,23,07/2012
4825,20-Jul-2012,0,07/2012
4826,20-Jul-2012,1,07/2012
4827,20-Jul-2012,2,07/2012
4828,20-Jul-2012,3,07/2012
4829,20-Jul-2012,4,07/2012
4830,20-Jul-2012,5,07/2012
4831,20-Jul-2012,6,07/2012
4832,20-Jul-2012,7,07/2012
4833,20-Jul-2012,8,07/2012
4834,20-Jul-2012,9,07/2012
4835,20-Jul-2012,10,07/2012
4836,20-Jul-2012,11,07/2012
4837,20-Jul-2012,12,07/2012
4838,20-Jul-2012,13,07/2012
